@relation InstanceResultListener

@attribute Key_Dataset {all-data-pacman,filter-data-pacman-manual1,filter-data-pacman-manual2}
@attribute Key_Run {1,2,3,4,5,6,7,8,9,10}
@attribute Key_Fold {1,2,3,4,5,6,7,8,9,10}
@attribute Key_Scheme {weka.classifiers.trees.J48,weka.classifiers.rules.ZeroR,weka.classifiers.lazy.IBk,weka.classifiers.rules.PART,weka.classifiers.bayes.NaiveBayes}
@attribute Key_Scheme_options {'-C 0.25 -M 2','','-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"','-K 3 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"','-K 5 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"','-K 7 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"','-K 9 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"'}
@attribute Key_Scheme_version_ID {-217733168393644444,48055541465867954,-3080186098777067172,8121455039782598361,5995231201785697655}
@attribute Date_time numeric
@attribute Number_of_training_instances numeric
@attribute Number_of_testing_instances numeric
@attribute Number_correct numeric
@attribute Number_incorrect numeric
@attribute Number_unclassified numeric
@attribute Percent_correct numeric
@attribute Percent_incorrect numeric
@attribute Percent_unclassified numeric
@attribute Kappa_statistic numeric
@attribute Mean_absolute_error numeric
@attribute Root_mean_squared_error numeric
@attribute Relative_absolute_error numeric
@attribute Root_relative_squared_error numeric
@attribute SF_prior_entropy numeric
@attribute SF_scheme_entropy numeric
@attribute SF_entropy_gain numeric
@attribute SF_mean_prior_entropy numeric
@attribute SF_mean_scheme_entropy numeric
@attribute SF_mean_entropy_gain numeric
@attribute KB_information numeric
@attribute KB_mean_information numeric
@attribute KB_relative_information numeric
@attribute True_positive_rate numeric
@attribute Num_true_positives numeric
@attribute False_positive_rate numeric
@attribute Num_false_positives numeric
@attribute True_negative_rate numeric
@attribute Num_true_negatives numeric
@attribute False_negative_rate numeric
@attribute Num_false_negatives numeric
@attribute IR_precision numeric
@attribute IR_recall numeric
@attribute F_measure numeric
@attribute Matthews_correlation numeric
@attribute Area_under_ROC numeric
@attribute Area_under_PRC numeric
@attribute Weighted_avg_true_positive_rate numeric
@attribute Weighted_avg_false_positive_rate numeric
@attribute Weighted_avg_true_negative_rate numeric
@attribute Weighted_avg_false_negative_rate numeric
@attribute Weighted_avg_IR_precision numeric
@attribute Weighted_avg_IR_recall numeric
@attribute Weighted_avg_F_measure numeric
@attribute Weighted_avg_matthews_correlation numeric
@attribute Weighted_avg_area_under_ROC numeric
@attribute Weighted_avg_area_under_PRC numeric
@attribute Unweighted_macro_avg_F_measure numeric
@attribute Unweighted_micro_avg_F_measure numeric
@attribute Elapsed_Time_training numeric
@attribute Elapsed_Time_testing numeric
@attribute UserCPU_Time_training numeric
@attribute UserCPU_Time_testing numeric
@attribute UserCPU_Time_millis_training numeric
@attribute UserCPU_Time_millis_testing numeric
@attribute Serialized_Model_Size numeric
@attribute Serialized_Train_Set_Size numeric
@attribute Serialized_Test_Set_Size numeric
@attribute Coverage_of_Test_Cases_By_Regions numeric
@attribute Size_of_Predicted_Regions numeric
@attribute Summary {'Number of leaves: 81\nSize of the tree: 158\n','Number of leaves: 80\nSize of the tree: 156\n','Number of leaves: 79\nSize of the tree: 154\n','Number of leaves: 88\nSize of the tree: 172\n','Number of leaves: 74\nSize of the tree: 144\n','Number of leaves: 82\nSize of the tree: 160\n','Number of leaves: 76\nSize of the tree: 148\n','Number of leaves: 77\nSize of the tree: 150\n','Number of leaves: 87\nSize of the tree: 170\n','Number of leaves: 71\nSize of the tree: 138\n','Number of leaves: 75\nSize of the tree: 146\n','Number of leaves: 78\nSize of the tree: 152\n','Number of leaves: 69\nSize of the tree: 134\n','Number of leaves: 84\nSize of the tree: 164\n','Number of leaves: 70\nSize of the tree: 136\n','Number of leaves: 72\nSize of the tree: 140\n','Number of leaves: 66\nSize of the tree: 128\n','Number of leaves: 73\nSize of the tree: 142\n','Number of leaves: 86\nSize of the tree: 168\n','Number of leaves: 83\nSize of the tree: 162\n','Number of leaves: 90\nSize of the tree: 161\n','Number of leaves: 115\nSize of the tree: 208\n','Number of leaves: 76\nSize of the tree: 139\n','Number of leaves: 92\nSize of the tree: 165\n','Number of leaves: 91\nSize of the tree: 163\n','Number of leaves: 98\nSize of the tree: 186\n','Number of leaves: 100\nSize of the tree: 178\n','Number of leaves: 99\nSize of the tree: 182\n','Number of leaves: 96\nSize of the tree: 188\n','Number of leaves: 90\nSize of the tree: 164\n','Number of leaves: 107\nSize of the tree: 192\n','Number of leaves: 98\nSize of the tree: 177\n','Number of leaves: 98\nSize of the tree: 180\n','Number of leaves: 100\nSize of the tree: 187\n','Number of leaves: 101\nSize of the tree: 186\n','Number of leaves: 110\nSize of the tree: 198\n','Number of leaves: 97\nSize of the tree: 169\n','Number of leaves: 103\nSize of the tree: 190\n','Number of leaves: 102\nSize of the tree: 182\n','Number of leaves: 96\nSize of the tree: 182\n','Number of leaves: 95\nSize of the tree: 171\n','Number of leaves: 96\nSize of the tree: 173\n','Number of leaves: 91\nSize of the tree: 169\n','Number of leaves: 105\nSize of the tree: 206\n','Number of leaves: 94\nSize of the tree: 184\n','Number of leaves: 104\nSize of the tree: 189\n','Number of leaves: 94\nSize of the tree: 169\n','Number of leaves: 88\nSize of the tree: 160\n','Number of leaves: 93\nSize of the tree: 173\n','Number of leaves: 111\nSize of the tree: 200\n','Number of leaves: 89\nSize of the tree: 156\n','Number of leaves: 87\nSize of the tree: 155\n','Number of leaves: 103\nSize of the tree: 187\n','Number of leaves: 106\nSize of the tree: 190\n','Number of leaves: 100\nSize of the tree: 175\n','Number of leaves: 100\nSize of the tree: 181\n','Number of leaves: 83\nSize of the tree: 153\n','Number of leaves: 85\nSize of the tree: 154\n','Number of leaves: 108\nSize of the tree: 197\n','Number of leaves: 89\nSize of the tree: 159\n','Number of leaves: 105\nSize of the tree: 191\n','Number of leaves: 99\nSize of the tree: 194\n','Number of leaves: 78\nSize of the tree: 143\n','Number of leaves: 100\nSize of the tree: 184\n','Number of leaves: 102\nSize of the tree: 188\n','Number of leaves: 93\nSize of the tree: 179\n','Number of leaves: 104\nSize of the tree: 183\n','Number of leaves: 103\nSize of the tree: 184\n','Number of leaves: 101\nSize of the tree: 174\n','Number of leaves: 86\nSize of the tree: 153\n','Number of leaves: 101\nSize of the tree: 183\n','Number of leaves: 109\nSize of the tree: 193\n','Number of leaves: 101\nSize of the tree: 198\n','Number of leaves: 92\nSize of the tree: 171\n','Number of leaves: 106\nSize of the tree: 208\n','Number of leaves: 90\nSize of the tree: 176\n','Number of leaves: 98\nSize of the tree: 183\n','Number of leaves: 104\nSize of the tree: 186\n','Number of leaves: 77\nSize of the tree: 141\n','Number of leaves: 84\nSize of the tree: 149\n','Number of leaves: 97\nSize of the tree: 172\n','Number of leaves: 103\nSize of the tree: 181\n','Number of leaves: 114\nSize of the tree: 203\n','Number of leaves: 80\nSize of the tree: 144\n','Number of leaves: 96\nSize of the tree: 170\n','Number of leaves: 93\nSize of the tree: 167\n','Number of leaves: 88\nSize of the tree: 166\n','Number of leaves: 92\nSize of the tree: 168\n','Number of leaves: 102\nSize of the tree: 179\n','Number of leaves: 98\nSize of the tree: 192\n','Number of leaves: 84\nSize of the tree: 152\n','Number of leaves: 106\nSize of the tree: 187\n','Number of leaves: 48\nSize of the tree: 95\n','Number of leaves: 34\nSize of the tree: 67\n','Number of leaves: 37\nSize of the tree: 73\n','Number of leaves: 42\nSize of the tree: 83\n','Number of leaves: 43\nSize of the tree: 85\n','Number of leaves: 38\nSize of the tree: 75\n','Number of leaves: 35\nSize of the tree: 69\n','Number of leaves: 44\nSize of the tree: 87\n','Number of leaves: 33\nSize of the tree: 65\n','Number of leaves: 31\nSize of the tree: 61\n','Number of leaves: 41\nSize of the tree: 81\n','Number of leaves: 32\nSize of the tree: 63\n','Number of leaves: 40\nSize of the tree: 79\n','Number of leaves: 28\nSize of the tree: 55\n','Number of leaves: 39\nSize of the tree: 77\n','Number of leaves: 36\nSize of the tree: 71\n','Number of leaves: 29\nSize of the tree: 57\n','Number of leaves: 46\nSize of the tree: 91\n','Number of leaves: 51\nSize of the tree: 101\n','Number of leaves: 47\nSize of the tree: 93\n','Number of leaves: 30\nSize of the tree: 59\n','Number of leaves: 45\nSize of the tree: 89\n','Number of rules: 61\n','Number of rules: 66\n','Number of rules: 68\n','Number of rules: 67\n','Number of rules: 65\n','Number of rules: 60\n','Number of rules: 63\n','Number of rules: 53\n','Number of rules: 59\n','Number of rules: 57\n','Number of rules: 62\n','Number of rules: 64\n','Number of rules: 56\n','Number of rules: 58\n','Number of rules: 55\n','Number of rules: 70\n','Number of rules: 72\n','Number of rules: 73\n','Number of rules: 71\n','Number of rules: 69\n','Number of rules: 74\n','Number of rules: 75\n','Number of rules: 77\n','Number of rules: 37\n','Number of rules: 41\n','Number of rules: 33\n','Number of rules: 43\n','Number of rules: 28\n','Number of rules: 40\n','Number of rules: 30\n','Number of rules: 34\n','Number of rules: 35\n','Number of rules: 27\n','Number of rules: 36\n','Number of rules: 39\n','Number of rules: 38\n','Number of rules: 26\n','Number of rules: 31\n','Number of rules: 44\n','Number of rules: 29\n','Number of rules: 42\n','Number of rules: 32\n'}
@attribute measureTreeSize numeric
@attribute measureNumLeaves numeric
@attribute measureNumRules numeric

@data
all-data-pacman,8,2,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20220305.1328,502,56,42,14,0,75,25,0,0.660312,0.126928,0.35217,34.279698,81.936971,110.29291,126.114367,-15.821456,1.969516,2.252042,-0.282526,76.227864,1.361212,69.11402,0.789474,15,0.135135,5,0.864865,32,0.210526,4,0.75,0.789474,0.769231,0.646568,0.830014,0.664833,0.75,0.093404,0.906596,0.25,0.760471,0.75,0.752698,0.663214,0.831737,0.645884,0.754808,0.75,0,0,0,0,0,0,99679,97518,13224,75,25,?,?,?,?
all-data-pacman,8,3,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20220305.1328,502,56,36,20,0,64.285714,35.714286,0,0.525223,0.180076,0.420917,48.547889,97.737832,110.718309,179.960854,-69.242545,1.977113,3.213587,-1.236474,63.564324,1.135077,57.410851,0.444444,8,0.078947,3,0.921053,35,0.555556,10,0.727273,0.444444,0.551724,0.429645,0.690058,0.505051,0.642857,0.118482,0.881518,0.357143,0.659262,0.642857,0.636551,0.524788,0.76703,0.527557,0.650547,0.642857,0,0,0,0,0,0,99679,97518,13224,64.285714,25,?,?,?,?
all-data-pacman,8,4,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20220305.1328,502,56,34,22,0,60.714286,39.285714,0,0.464813,0.197761,0.44146,53.315817,102.507931,110.718309,197.904708,-87.186398,1.977113,3.534013,-1.5569,56.598513,1.010688,51.119379,0.777778,14,0.210526,8,0.789474,30,0.222222,4,0.636364,0.777778,0.7,0.542441,0.798246,0.608081,0.607143,0.142992,0.857008,0.392857,0.57518,0.607143,0.573462,0.454285,0.74626,0.496304,0.561521,0.607143,0,0,0,0,0,0,99679,97518,13224,60.714286,25,?,?,?,?
all-data-pacman,8,5,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20220305.1328,502,56,32,24,0,57.142857,42.857143,0,0.419438,0.215413,0.461089,58.074813,107.065747,110.718309,215.843222,-105.124912,1.977113,3.854343,-1.877231,52.407695,0.935852,47.334263,0.611111,11,0.210526,8,0.789474,30,0.388889,7,0.578947,0.611111,0.594595,0.395134,0.715643,0.485877,0.571429,0.154823,0.845177,0.428571,0.573739,0.571429,0.570405,0.419768,0.723139,0.469496,0.568649,0.571429,0,0,0,0,0,0,99679,97518,13224,57.142857,25,?,?,?,?
all-data-pacman,8,6,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20220305.1328,502,56,36,20,0,64.285714,35.714286,0,0.51262,0.180023,0.420917,48.533675,97.737746,110.718309,179.952296,-69.233987,1.977113,3.213434,-1.236321,60.849734,1.086602,54.959053,0.888889,16,0.210526,8,0.789474,30,0.111111,2,0.666667,0.888889,0.761905,0.640191,0.847953,0.648148,0.642857,0.1295,0.8705,0.357143,0.642857,0.642857,0.63251,0.521273,0.769831,0.524093,0.61705,0.642857,0,0.016,0,0.015625,0,15.625,99679,97518,13224,64.285714,25,?,?,?,?
all-data-pacman,8,7,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20220305.1328,502,56,37,19,0,66.071429,33.928571,0,0.54019,0.17117,0.41026,46.107464,95.17169,110.98095,170.978709,-59.997759,1.981803,3.053191,-1.071389,65.025521,1.16117,58.591606,0.666667,12,0.236842,9,0.763158,29,0.333333,6,0.571429,0.666667,0.615385,0.414644,0.723684,0.492063,0.660714,0.129057,0.870943,0.339286,0.670686,0.660714,0.663123,0.539668,0.774018,0.549328,0.670011,0.660714,0,0,0,0,0,0,99679,97518,13224,66.071429,25,?,?,?,?
all-data-pacman,8,8,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20220305.1328,502,56,31,25,0,55.357143,44.642857,0,0.38918,0.224339,0.470597,60.429478,109.168549,110.98095,224.828648,-113.847698,1.981803,4.014797,-2.032995,49.82015,0.889646,44.890722,0.777778,14,0.315789,12,0.684211,26,0.222222,4,0.538462,0.777778,0.636364,0.432625,0.736842,0.492877,0.553571,0.169044,0.830956,0.446429,0.530313,0.553571,0.520556,0.382349,0.702006,0.438913,0.512723,0.553571,0,0,0,0,0,0,99679,97518,13224,55.357143,25,?,?,?,?
all-data-pacman,8,9,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20220305.1328,503,55,40,15,0,72.727273,27.272727,0,0.632517,0.138197,0.36783,37.272714,85.449947,108.656475,135.122264,-26.465789,1.975572,2.456768,-0.481196,72.672693,1.321322,66.882984,0.666667,12,0.135135,5,0.864865,32,0.333333,6,0.705882,0.666667,0.685714,0.539697,0.77027,0.581699,0.727273,0.099421,0.900579,0.272727,0.736016,0.727273,0.729035,0.631069,0.817112,0.616285,0.738128,0.727273,0,0,0,0,0,0,99868,97707,13035,72.727273,25,?,?,?,?
all-data-pacman,8,10,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20220305.1328,503,55,32,23,0,58.181818,41.818182,0,0.434511,0.210351,0.45547,56.73301,105.809263,108.656475,206.940504,-98.284028,1.975572,3.762555,-1.786982,52.750903,0.959107,48.548329,0.666667,12,0.189189,7,0.810811,30,0.333333,6,0.631579,0.666667,0.648649,0.471153,0.743243,0.532164,0.581818,0.147631,0.852369,0.418182,0.576474,0.581818,0.57811,0.432909,0.722425,0.458705,0.573568,0.581818,0,0,0,0,0,0,99868,97707,13035,58.181818,25,?,?,?,?
all-data-pacman,9,1,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20220305.1328,502,56,42,14,0,75,25,0,0.65987,0.126884,0.352219,34.207515,81.785908,110.718309,127.100095,-16.381786,1.977113,2.269645,-0.292532,76.411671,1.364494,69.014486,0.833333,15,0.184211,7,0.815789,31,0.166667,3,0.681818,0.833333,0.75,0.620732,0.826023,0.621044,0.75,0.099216,0.900784,0.25,0.757073,0.75,0.747011,0.659395,0.825917,0.64569,0.756204,0.75,0,0.015,0,0.015625,0,15.625,99679,97518,13224,75,25,?,?,?,?
all-data-pacman,9,2,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20220305.1328,502,56,35,21,0,62.5,37.5,0,0.496575,0.18886,0.431311,50.916014,100.151222,110.718309,188.92326,-78.20495,1.977113,3.37363,-1.396517,60.864734,1.08687,54.9726,0.555556,10,0.184211,7,0.815789,31,0.444444,8,0.588235,0.555556,0.571429,0.37718,0.702485,0.497821,0.625,0.13446,0.86554,0.375,0.602936,0.625,0.60969,0.477987,0.757586,0.540253,0.622227,0.625,0,0,0,0,0,0,99679,97518,13224,62.5,25,?,?,?,?
all-data-pacman,9,3,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20220305.1328,502,56,32,24,0,57.142857,42.857143,0,0.418685,0.215508,0.461089,58.100242,107.065851,110.718309,215.858512,-105.140203,1.977113,3.854616,-1.877504,52.017122,0.928877,46.9815,0.722222,13,0.236842,9,0.763158,29,0.277778,5,0.590909,0.722222,0.65,0.464151,0.746345,0.517677,0.571429,0.153601,0.846399,0.428571,0.576245,0.571429,0.567184,0.423211,0.713824,0.453699,0.560507,0.571429,0,0,0,0,0,0,99679,97518,13224,57.142857,25,?,?,?,?
all-data-pacman,9,4,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20220305.1328,502,56,37,19,0,66.071429,33.928571,0,0.543935,0.171218,0.41026,46.159801,95.263218,110.718309,170.98644,-60.26813,1.977113,3.053329,-1.076217,65.602877,1.17148,59.252058,0.555556,10,0.184211,7,0.815789,31,0.444444,8,0.588235,0.555556,0.571429,0.37718,0.69152,0.472252,0.660714,0.123662,0.876338,0.339286,0.651335,0.660714,0.651815,0.53101,0.772072,0.541857,0.664959,0.660714,0,0,0,0,0,0,99679,97518,13224,66.071429,25,?,?,?,?
all-data-pacman,9,5,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20220305.1328,502,56,37,19,0,66.071429,33.928571,0,0.534558,0.175686,0.412972,47.448065,96.083374,110.29291,171.988587,-61.695677,1.969516,3.071225,-1.101709,62.49252,1.115938,56.660505,0.842105,16,0.216216,8,0.783784,29,0.157895,3,0.666667,0.842105,0.744186,0.598817,0.815078,0.615949,0.660714,0.129644,0.870356,0.339286,0.652778,0.660714,0.64944,0.535519,0.765041,0.519101,0.641501,0.660714,0,0,0,0,0,0,99679,97518,13224,66.071429,25.446429,?,?,?,?
all-data-pacman,9,6,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20220305.1328,502,56,39,17,0,69.642857,30.357143,0,0.588235,0.153407,0.388068,41.352295,90.095942,110.758437,153.022319,-42.263882,1.977829,2.732541,-0.754712,68.984479,1.231866,62.283723,0.833333,15,0.184211,7,0.815789,31,0.166667,3,0.681818,0.833333,0.75,0.620732,0.83114,0.624786,0.696429,0.112311,0.887689,0.303571,0.690584,0.696429,0.686941,0.58537,0.800406,0.588257,0.688152,0.696429,0,0,0,0,0,0,99679,97518,13224,69.642857,25,?,?,?,?
all-data-pacman,9,7,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20220305.1328,502,56,43,13,0,76.785714,23.214286,0,0.687419,0.117996,0.33936,31.784093,78.724352,110.98095,117.127943,-6.146993,1.981803,2.09157,-0.109768,78.762179,1.406467,70.969098,0.833333,15,0.078947,3,0.921053,35,0.166667,3,0.833333,0.833333,0.833333,0.754386,0.883772,0.751048,0.767857,0.077777,0.922223,0.232143,0.768047,0.767857,0.766466,0.690318,0.854573,0.666157,0.758675,0.767857,0,0.016,0,0.015625,0,15.625,99679,97518,13224,76.785714,25,?,?,?,?
all-data-pacman,9,8,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20220305.1328,502,56,31,25,0,55.357143,44.642857,0,0.404255,0.224339,0.470597,60.429478,109.168549,110.98095,224.828648,-113.847698,1.981803,4.014797,-2.032995,50.80133,0.907167,45.77482,0.5,9,0.131579,5,0.868421,33,0.5,9,0.642857,0.5,0.5625,0.39736,0.697368,0.488095,0.553571,0.147624,0.852376,0.446429,0.563776,0.553571,0.552025,0.40665,0.715877,0.448106,0.55162,0.553571,0,0,0,0,0,0,99679,97518,13224,55.357143,25,?,?,?,?
all-data-pacman,9,9,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20220305.1328,503,55,34,21,0,61.818182,38.181818,0,0.490741,0.192285,0.435217,51.860711,101.104475,108.656475,188.981673,-80.325198,1.975572,3.43603,-1.460458,58.763086,1.06842,54.081532,0.5,9,0.135135,5,0.864865,32,0.5,9,0.642857,0.5,0.5625,0.393019,0.695946,0.49124,0.618182,0.128858,0.871142,0.381818,0.629549,0.618182,0.613783,0.48866,0.75421,0.505143,0.622799,0.618182,0,0,0,0,0,0,99868,97707,13035,61.818182,25,?,?,?,?
all-data-pacman,9,10,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20220305.1328,503,55,32,23,0,58.181818,41.818182,0,0.429666,0.210351,0.45547,56.73301,105.809263,108.656475,206.940504,-98.284028,1.975572,3.762555,-1.786982,52.231325,0.94966,48.070145,0.722222,13,0.243243,9,0.756757,28,0.277778,5,0.590909,0.722222,0.65,0.45876,0.743243,0.51936,0.581818,0.155148,0.844852,0.418182,0.592631,0.581818,0.575689,0.4365,0.717328,0.453848,0.569479,0.581818,0,0,0,0,0,0,99868,97707,13035,58.181818,25,?,?,?,?
all-data-pacman,10,1,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20220305.1328,502,56,39,17,0,69.642857,30.357143,0,0.589124,0.153454,0.388068,41.370769,90.110283,110.718309,153.02988,-42.311571,1.977113,2.732676,-0.755564,69.449823,1.240175,62.726593,0.777778,14,0.184211,7,0.815789,31,0.222222,4,0.666667,0.777778,0.717949,0.572604,0.802632,0.592593,0.696429,0.112311,0.887689,0.303571,0.694551,0.696429,0.68961,0.585339,0.798132,0.577579,0.693841,0.696429,0,0,0,0,0,0,99679,97518,13224,69.642857,25,?,?,?,?
all-data-pacman,10,2,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20220305.1328,502,56,35,21,0,62.5,37.5,0,0.496144,0.188813,0.43131,50.903441,100.151167,110.718309,188.915699,-78.19739,1.977113,3.373495,-1.396382,60.280523,1.076438,54.444945,0.555556,10,0.131579,5,0.868421,33,0.444444,8,0.666667,0.555556,0.606061,0.447129,0.733187,0.539832,0.625,0.131994,0.868006,0.375,0.666928,0.625,0.627423,0.509679,0.769088,0.551432,0.637354,0.625,0,0.016,0,0.015625,0,15.625,99679,97518,13224,62.5,25,?,?,?,?
all-data-pacman,10,3,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20220305.1328,502,56,29,27,0,51.785714,48.214286,0,0.358234,0.242082,0.489057,65.264506,113.560142,110.718309,242.781756,-132.063447,1.977113,4.335389,-2.358276,45.7475,0.81692,41.318821,0.5,9,0.105263,4,0.894737,34,0.5,9,0.692308,0.5,0.580645,0.436646,0.703947,0.50979,0.517857,0.154719,0.845281,0.482143,0.537361,0.517857,0.518164,0.365709,0.686999,0.414468,0.512976,0.517857,0,0,0,0,0,0,99679,97518,13224,51.785714,25,?,?,?,?
all-data-pacman,10,4,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20220305.1328,502,56,40,16,0,71.428571,28.571429,0,0.615286,0.149011,0.379435,40.172997,88.105596,110.718309,145.048924,-34.330615,1.977113,2.590159,-0.613047,70.74297,1.263267,63.894554,0.777778,14,0.131579,5,0.868421,33,0.222222,4,0.736842,0.777778,0.756757,0.637407,0.835526,0.663191,0.714286,0.098246,0.901754,0.285714,0.747556,0.714286,0.716817,0.628883,0.818098,0.61215,0.713457,0.714286,0,0,0,0,0,0,99679,97518,13224,71.428571,25.446429,?,?,?,?
all-data-pacman,10,5,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20220305.1328,502,56,38,18,0,67.857143,32.142857,0,0.561548,0.162265,0.399318,43.740042,92.70777,110.758437,161.996734,-51.238297,1.977829,2.892799,-0.91497,67.04569,1.197244,60.533258,0.722222,13,0.236842,9,0.763158,29,0.277778,5,0.590909,0.722222,0.65,0.464151,0.753655,0.521107,0.678571,0.127005,0.872995,0.321429,0.70041,0.678571,0.676144,0.566603,0.789281,0.57602,0.682776,0.678571,0,0,0,0,0,0,99679,97518,13224,67.857143,25,?,?,?,?
all-data-pacman,10,6,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20220305.1328,502,56,34,22,0,60.714286,39.285714,0,0.46988,0.197792,0.44146,53.418089,102.711695,110.29291,197.909683,-87.616773,1.969516,3.534101,-1.564585,57.223169,1.021842,51.882908,0.631579,12,0.162162,6,0.837838,31,0.368421,7,0.666667,0.631579,0.648649,0.475892,0.739687,0.548325,0.607143,0.137264,0.862736,0.392857,0.607143,0.607143,0.606723,0.468094,0.739716,0.489091,0.605306,0.607143,0,0,0,0,0,0,99679,97518,13224,60.714286,25,?,?,?,?
